Open,High,Low,Close,Adj Close,Volume
9.100000381469727,9.350000381469727,8.609999656677246,9.053000450134277,9.053000450134277,28200
9.0600004196167,9.25,8.829999923706055,9.100000381469727,9.100000381469727,22300
9.199999809265137,9.279999732971191,9.100000381469727,9.15999984741211,9.15999984741211,4100
9.069999694824219,9.899999618530273,9.069999694824219,9.501999855041504,9.501999855041504,26300
9.550000190734863,9.890000343322754,9.550000190734863,9.890000343322754,9.890000343322754,1400
9.795000076293945,9.899999618530273,9.289999961853027,9.300000190734863,9.300000190734863,18300
9.350000381469727,9.739999771118164,9.343999862670898,9.430000305175781,9.430000305175781,11500
9.460000038146973,9.699999809265137,9.109999656677246,9.109999656677246,9.109999656677246,13700
9.109999656677246,9.399999618530273,8.760000228881836,8.859999656677246,8.859999656677246,29900
8.9399995803833,9.399999618530273,8.859999656677246,9.0,9.0,30900
9.100000381469727,9.399999618530273,8.289999961853027,8.420000076293945,8.420000076293945,44500
8.425000190734863,8.449999809265137,8.270000457763672,8.3100004196167,8.3100004196167,16200
8.350000381469727,8.489999771118164,8.0600004196167,8.170000076293945,8.170000076293945,18500
8.1899995803833,8.345000267028809,8.079999923706055,8.149999618530273,8.149999618530273,7300
8.15999984741211,8.399999618530273,8.15999984741211,8.319999694824219,8.319999694824219,6300
8.350000381469727,8.5,8.0,8.050000190734863,8.050000190734863,12700
8.010000228881836,8.600000381469727,7.670000076293945,7.997000217437744,7.997000217437744,51800
8.0,8.289999961853027,7.550000190734863,8.229999542236328,8.229999542236328,60300
8.210000038146973,8.279999732971191,7.730000019073486,8.100000381469727,8.100000381469727,13200
8.210000038146973,8.359999656677246,8.0,8.020000457763672,8.020000457763672,48100
8.300000190734863,8.550000190734863,7.730000019073486,7.760000228881836,7.760000228881836,38900
7.71999979019165,7.96999979019165,7.659999847412109,7.800000190734863,7.800000190734863,24900
7.599999904632568,8.15999984741211,7.599999904632568,7.925000190734863,7.925000190734863,39700
7.849999904632568,7.849999904632568,7.199999809265137,7.400000095367432,7.400000095367432,59800
7.5,7.53000020980835,7.0,7.139999866485596,7.139999866485596,71100
7.107999801635742,7.25,7.099999904632568,7.150000095367432,7.150000095367432,45500
7.179999828338623,7.300000190734863,6.809999942779541,7.010000228881836,7.010000228881836,69500
7.199999809265137,7.329999923706055,6.940000057220459,7.264999866485596,7.264999866485596,48200
7.650000095367432,7.900000095367432,7.329999923706055,7.449999809265137,7.449999809265137,41500
7.550000190734863,8.390000343322754,7.510000228881836,8.300000190734863,8.300000190734863,98300
8.359999656677246,8.470000267028809,7.599999904632568,7.599999904632568,7.599999904632568,47400
7.599999904632568,7.949999809265137,7.53000020980835,7.613999843597412,7.613999843597412,16300
7.804999828338623,7.920000076293945,7.510000228881836,7.699999809265137,7.699999809265137,32000
7.699999809265137,7.949999809265137,7.650000095367432,7.760000228881836,7.760000228881836,21100
8.399999618530273,9.300000190734863,8.1899995803833,9.25,9.25,123100
9.25,10.75,9.239999771118164,10.100000381469727,10.100000381469727,101400
10.350000381469727,10.869999885559082,9.649999618530273,10.130000114440918,10.130000114440918,131500
10.720000267028809,13.899999618530273,10.720000267028809,12.119999885559082,12.119999885559082,420800
11.789999961853027,11.979999542236328,10.529999732971191,10.949999809265137,10.949999809265137,167000
11.055000305175781,11.970000267028809,10.970000267028809,11.300000190734863,11.300000190734863,136400
11.020000457763672,11.449999809265137,10.510000228881836,11.0,11.0,113800
11.399999618530273,12.359000205993652,11.0600004196167,11.5,11.5,146500
13.0,13.649999618530273,12.3100004196167,12.569999694824219,12.569999694824219,183500
13.489999771118164,13.949999809265137,12.989999771118164,13.880000114440918,13.880000114440918,133000
14.350000381469727,15.420000076293945,14.210000038146973,15.125,15.125,143800
15.5,15.5,13.300000190734863,14.470000267028809,14.470000267028809,149200
13.739999771118164,14.359999656677246,12.800000190734863,13.84000015258789,13.84000015258789,121600
14.09000015258789,15.449999809265137,13.859999656677246,14.449999809265137,14.449999809265137,46000
13.25,13.899999618530273,12.399999618530273,12.399999618530273,12.399999618530273,114600
13.0,15.199999809265137,12.850000381469727,15.140000343322754,15.140000343322754,193800
14.8100004196167,16.350000381469727,14.5,15.010000228881836,15.010000228881836,153800
15.0,16.0,14.800000190734863,15.75,15.75,79400
16.25,17.700000762939453,15.75,15.920000076293945,15.920000076293945,246000
16.100000381469727,17.989999771118164,15.100000381469727,17.700000762939453,17.700000762939453,292700
18.575000762939453,22.0,18.350000381469727,21.81999969482422,21.81999969482422,318100
21.579999923706055,22.5,19.84000015258789,19.860000610351562,19.860000610351562,210600
21.1200008392334,22.18000030517578,20.5,21.5,21.5,196800
19.440000534057617,22.75,17.649999618530273,21.850000381469727,21.850000381469727,338300
21.860000610351562,23.770000457763672,19.5,20.235000610351562,20.235000610351562,282400
18.899999618530273,20.700000762939453,18.045000076293945,18.899999618530273,18.899999618530273,235200
19.770000457763672,20.75,19.299999237060547,19.655000686645508,19.655000686645508,153200
20.0,20.700000762939453,19.0,19.5,19.5,165000
18.75,19.25,15.5600004196167,15.800000190734863,15.800000190734863,255500
14.140000343322754,15.770000457763672,13.029999732971191,15.25,15.25,275600
14.5,18.25,13.885000228881836,16.5,16.5,152400
16.149999618530273,16.15999984741211,13.850000381469727,13.850000381469727,13.850000381469727,127500
15.75,16.450000762939453,15.029999732971191,16.0,16.0,121300
16.0,16.15999984741211,14.640000343322754,15.0,15.0,65500
15.0,15.0,13.479999542236328,14.300000190734863,14.300000190734863,152600
15.3100004196167,16.510000228881836,15.0,15.579999923706055,15.579999923706055,102300
